1	2.598076211	1.5
2	7.794228634	1.5
3	12.99038106	1.5
4	18.18653348	1.5
5	5	58.5
6	10.19615242	58.5
7	15.39230485	58.5
8	1.5	6
9	1.5	11.19615242
10	1.5	16.39230485
11	1.5	21.58845727
12	1.5	26.78460969
13	1.5	31.98076211
14	1.5	37.17691454
15	1.5	42.37306696
16	1.5	47.56921938
17	1.5	52.7653718
18	1.5	57.96152423
19	19.5	5.196152423
20	19.5	10.39230485
21	19.5	15.58845727
22	19.5	20.78460969
23	19.5	25.98076211
24	19.5	31.17691454
25	19.5	36.37306696
26	19.5	41.56921938
27	19.5	46.7653718
28	19.5	51.96152423
29	19.5	57.15767665
30	16.20886971	11.01463767
31	10.86712702	31.15493058
32	15.51326923	45.71327035
33	4.888922643	28.71873285
34	15.41977971	28.83154941
35	8.934734428	25.94557702
36	15.76120048	40.90854707
37	5.704797378	17.4681123
38	11.19260804	39.87999513
39	11.17880298	49.80194435
40	9.961392238	4.706756891
41	16.12753794	51.05550433
42	14.91900023	5.984601844
43	4.882891765	12.01704048
44	15.49898987	34.71020091
45	12.30663691	36.13223064
46	13.67540948	24.78915025
47	5.025795609	5.938482799
48	7.416946001	32.72417838
49	12.02617313	17.66770481
50	15.17122133	55.33638148
51	10.04820281	44.03437318
52	9.440404047	56.43140865
53	5.936790548	47.9989196
54	15.93290685	21.99505909
55	8.807879004	12.68774097
56	5.201418768	42.69958668
57	12.98189723	12.38227602
58	5.070810973	22.99829568
59	3.237993614	33.6299158
60	16.30216874	15.86048471
61	9.843701207	9.73702988
62	6.223599499	38.28991416
63	10.46503375	20.86046932
64	5.017089432	54.02674786
65	9.888303621	52.46722668
